location,size,rooms,land_area,description,seller,price
Blankensee (Pampow),141 m²,6 Zi.,1212 m² Grundstück,TOP-Preis durch lebenslanges Wohnrecht !!! EFH mit ausgebauter Scheune kurz vor Stettin,Arges Immobilien,149.000 €
Blankensee (Pampow),141 m²,6 Zi.,1212 m² Grundstück,TOP-Preis durch lebenslanges Wohnrecht !!! EFH mit ausgebauter Scheune kurz vor Stettin,Arges Immobilien,149.000 €
Dresden (Weixdorf),130 m²,4 Zi.,1200 m² Grundstück,"EFH mit großem Grundstück, bezugsfertig",Appart-Haus Andreas Patzner,450.000 €
Zernsdorf (Zernsdorf),80 m²,3 Zi.,487 m² Grundstück,Gepflegter Bungalow in Ruhiglage!,Karsten Heidt Immobilien,435.000 €
Thalheim/Erzgebirge,375 m²,15 Zi.,10231 m² Grundstück,Historische Villa mit Charme nahe Chemnitz,VON POLL IMMOBILIEN Chemnitz - Cathleen Gleim,795.000 €
Thalheim/Erzgebirge,375 m²,15 Zi.,10231 m² Grundstück,Historische Villa mit Charme nahe Chemnitz,VON POLL IMMOBILIEN Chemnitz - Cathleen Gleim,795.000 €
"Zur Tränke 6, Bitterfeld-Wolfen/ Thalheim (Thalheim)",110 m²,4 Zi.,644 m² Grundstück,"hochmoderner Bungalow in malerischer Feldrandlage im Grünen im Baugebiet ""Zur Tränke"" in Thalheim",Immobilienvermarktung M.Panterott,358.763 €
Gornau (Gornau),125 m²,4 Zi.,816 m² Grundstück,Moderne Stadtvilla von Kern-Haus!,KHC Bauträger GmbH,460.150 €
Grünheide (Mark) (Hangelsberg),167 m²,7 Zi.,864 m² Grundstück,"Perfekt für junge Familien - 7 Zimmer, großer Garten und 30 min nach Berlin",KOOPLER GmbH,450.000 €
Ludwigslust (Ludwigslust),186 m²,7 Zi.,904 m² Grundstück,+ Großzügiges Wohnhaus in Ludwigslust! +,A.E.B. Immobilien MV GmbH &amp; Co. KG RE/MAX,369.000 €
"Oberer Freimarkt 1, Querfurt (Querfurt)",135 m²,3 Zi.,203 m² Grundstück,Einfamilienhaus im Zentrum von Querfurt zu verkaufen!!,Eckert Immobilien,90.000 €
Gornau (Gornau),130 m²,4 Zi.,816 m² Grundstück,"Der beste Zeitpunkt, um zu bauen, ist immer JETZT!",KHC Bauträger GmbH,482.150 €
Penig (Penig),159 m²,6 Zi.,512 m² Grundstück,Eigentum und Vermögen statt Miete! (inkl. Grundstück),KHC Bauträger GmbH,442.900 €
Panketal (Schwanebeck),121 m²,4 Zi.,247 m² Grundstück,WOW- Jetzt zuschlagen!  (3D-Tour verfügbar) ,Engel &amp; Völkers Berlin Mahlsdorf,429.000 €
"Waldstraße 29, Eberswalde/Neuehütte (Neuehütte)",130 m²,4 Zi.,500 m² Grundstück,"Sa. 15.4./11-12 UHR/ Bes./ Grosses EFH mit Ausbaupotential im DG, absolute RUHE",ohne-makler.net - Immobilien selbst vermarkten,269.000 €
Lichtenstein (Rödlitz),119 m²,4 Zi.,1048 m² Grundstück,Ihr Traumhaus von Kern-Haus: Individuell &amp; massiv!,KHC Bauträger GmbH,501.100 €
Kretzschau (Groitzschen),160 m²,8 Zi.,630 m² Grundstück,Preis nach Gebot! Große Doppelhaushälfte direkt am See zu verkaufen!,SEPTIMA IMMOBILIENORGANISATION e.K.,auf Anfrage
Brüel (Brüel),82 m²,3 Zi.,100 m² Grundstück,Schönes Reihenmittelhaus in ruhiger und zentraler Lage,Debeka Bausparkasse AG,150.000 €
Reinsdorf (Reinsdorf),121 m²,4 Zi.,709 m² Grundstück,Eigentum und Vermögen statt Miete!,KHC Bauträger GmbH,381.400 €
Fredersdorf-Vogelsdorf (Fredersdorf-Süd),127 m²,3 Zi.,3390 m² Grundstück,Citynaher Niedrigenergiebungalow ,Engel &amp; Völkers Berlin Mahlsdorf,625.000 €
Am Mellensee (Klausdorf),140 m²,5 Zi.,407 m² Grundstück,Sie haben die Familie und wir das richtige Haus für Sie.,AbacO Detmold Immobilien,539.900 €
Schönefeld (Großziethen),105 m²,4 Zi.,284 m² Grundstück,Verklinkertes Reihenendhaus mit Split-Level-Bauweise,Tryonadt-Immobilien,505.000 €
Jatznick (Sandförde),169.54 m²,6 Zi.,5750 m² Grundstück,Dreiseitenhof auf riesigem Grundstück mit Carport für Boot und Wohnwagen in Sandförde bei Jatznick,PlanetHome Group GmbH,349.000 €
"Ernst-Thälmann-Str. 48, Teutschenthal-OT Holleben (Holleben)",211 m²,7 Zi.,532 m² Grundstück,"Teutschenthal OT Holleben: Großes Einfamilienhaus / Zweifamilienhaus mit Doppelgarage, Denkmalstatus","Koch Immobilien, Inh. Dipl.-Ing. Jens-Uwe Koch",295.000 €
Melchow (Melchow),110 m²,4 Zi.,650 m² Grundstück,Projektiertes Eigenheim in Melchow,LUKAS Massivhaus GmbH,480.000 €
Wriezen (Wriezen),144 m²,3 Zi.,650 m² Grundstück,Wriezen - modernes Landhaus ca. 155 m² Nfl. in güner Lage,Inseriert auf 123provisionsfrei.de,429.000 €
Lohmen (Lohmen),115.46 m²,4 Zi.,675 m² Grundstück,Gepflegtes Anwesen zwischen Güstrow und Goldberg!,OstseeSparkasse Rostock,250.000 €
Willmersdorf b Bernau b Berlin (Willmersdorf),108 m²,5 Zi.,800 m² Grundstück,Ländlich wohnen bei Bernau,LUKAS Massivhaus GmbH,430.000 €
Oelsnitz (Oelsnitz),175 m²,5 Zi.,570 m² Grundstück,Jetzt schnell sein!,Postbank Immobilien GmbH Chemnitz,249.500 €
Bestensee (Bestensee),75 m²,2 Zi.,987 m² Grundstück,Solides Haus mit Genehmigung für 2. Haus oder Erweiterung,Agentur Plus,390.000 €
Oranienburg (Oranienburg),164 m²,7 Zi.,490 m² Grundstück, Anlageobjekt mit Potenzial im Stadtkern (3D-Tour verfügbar),Engel &amp; Völkers Berlin Mahlsdorf,795.000 €
Halle (Gottfried-Keller-Siedlung),139 m²,5 Zi.,450 m² Grundstück,Wohnen wie andere Urlaub machen!,"Postbank Immobilien Halle Jan Bauer, Franziska Brandtner, Anja Glaschke",495.000 €
Schönheide,185 m²,10 Zi.,560 m² Grundstück,Teilvermietetes Zweifamilienhaus in Schönheide/Erzgebirge,Postbank Immobilien GmbH Chemnitz,190.000 €
Halle (Saaleaue),145 m²,5 Zi.,947 m² Grundstück,Einzigartige Gelegenheit für ein Stück Gartentraum in Citynähe - mit Zugang zum Saalenebenarm,"Postbank Immobilien Halle Jan Bauer, Franziska Brandtner, Anja Glaschke",550.000 €
Strausberg (Vorstadt),125 m²,6 Zi.,1304 m² Grundstück,Charmantes Einfamilienhaus auf großem Grundstück mit zusätzlichem Bauland!,1% Immobilien,499.000 €
Flöha (Flöha),168.41 m²,4 Zi.,710 m² Grundstück,Fertigstellung Frühjahr 2023+Traumhafte Architektenvilla mit Fernblick in Flöha+,Realis Chemnitz Immobilien GmbH,auf Anfrage
Glienicke,95 m²,4 Zi.,121 m² Grundstück,Glienicke! Modernes Reihenmittelhaus Bj. 2001 mit ca. 131 m² Nutzfläche u. moderner Ausstattung,Klug Immobilien GmbH,495.000 €
Dresden / Laubegast (Laubegast),206.42 m²,11 Zi.,358 m² Grundstück,- Vielfältig nutzbares Mehrgenerationshaus im Herzen von Laubegast -,MUNDUS Immobilien GmbH,495.000 €
Erxleben (Erxleben),161.5 m²,5 Zi.,27646 m² Grundstück,"Komplettpaket: Zweifamilienhaus, landwirtschaftliche Grundstücke, ehem. Scheune und Stall",AP Immobilien GmbH - Ihr IVD Immobilienmakler aus Mainz,130.000 €
"Schulstr. 3, Glauchau (Reinholdshain)",140 m²,7 Zi.,870 m² Grundstück,Eine gute Investition in ländlicher attraktiver Lage,MB Immobilien,259.000 €
Chemnitz (Einsiedel),106 m²,4 Zi.,631 m² Grundstück,Jetzt Kern-Haus bauen &amp; 10 Jahre Heizkostenzuschuss sichern! (inkl. Grundstück),KHC Bauträger GmbH,439.450 €
Großrückerswalde (Großrückerswalde),142 m²,5 Zi.,812 m² Grundstück,"Das Zuhause, auf das Sie ganz vertrauen können! (inkl. Grundstück)",KHC Bauträger GmbH,441.740 €
Neu Kaliß / Raddenfort (Raddenfort),130 m²,5 Zi.,2223 m² Grundstück,Gepflegte DHH auf idyllischem Grundstück,Dr. Lehner Immobilien,159.000 €
Wandlitz (Wandlitz),125 m²,4 Zi.,728 m² Grundstück,ihr Massivhaus mit super Verkehranbindung - ideal zum Leben,AVOS Hausbau GmbH,607.500 €
Wandlitz (Wandlitz),141 m²,3 Zi.,725 m² Grundstück,Wandlitz ganz nah an der Hauptstadt Berlin leben,AVOS Hausbau GmbH,647.500 €
Wandlitz (Wandlitz),120 m²,3 Zi.,730 m² Grundstück,"Superwohnlage, Herzlich Willkommen in Ihrem neuen Heim",AVOS Hausbau GmbH,595.000 €
Wandlitz (Wandlitz),110 m²,,725 m² Grundstück,+ Einfamilien-(Traum)-haus bauen + Grundstück dazu +,AVOS Hausbau GmbH,570.000 €
Wandlitz (Wandlitz),132 m²,5 Zi.,730 m² Grundstück,+ Traumhaus bauen + großzügiges Grundstück +,AVOS Hausbau GmbH,625.000 €
Seelitz (Zetteritz),80 m²,5 Zi.,1560 m² Grundstück,Kleines Haus auf herrlichem Grundstück!,SIV Mittelsachsen GmbH,49.000 €
Nassenheide (Nassenheide),80 m²,3 Zi.,1874 m² Grundstück,-LDIMMOBILIEN.DE- Modernisierungsobjekt mit herrlichem Blick über die Felder,Thomas Lüke &amp; Christian Dietze Immobilien GbR,299.000 €
Taubenheim (Taubenheim),115 m²,4 Zi.,814 m² Grundstück,Endlich zu Hause,Heinitz-Immobilien,219.000 €
Rangsdorf (Rangsdorf),185 m²,4.5 Zi.,863 m² Grundstück,Rarität! Top ausgestattetes Traumhaus mit Pool in Rangsdorf,Berlin First GmbH,1.097.000 €
Eibenstock (Sosa),112 m²,4 Zi.,475 m² Grundstück,Hausbau mit Kern-Haus: Energieeffizient in die Zukunft!,KHC Bauträger GmbH,369.900 €
Falkensee,76.19 m²,3 Zi.,1219 m² Grundstück,"Mit teilbarem Grundstück, Garage, Keller, saniertem Bad, Werkstatt - Einfamilienhaus in Falkensee!",IMMOBILIENGEFLÜSTER GmbH,599.000 €
Halle (Dölau),140 m²,6 Zi.,372 m² Grundstück,Das Haus zum Traum in Dölau,Saalesparkasse,291.000 €
"Schmiedeweg 5, Osternienburger Land (Diebzig)",142 m²,5 Zi.,668 m² Grundstück,Ihr neues Eigenheim in einer gepflegter Eigenheimsiedlung und zentraler sowie grüner Lage bei Dessau/Roßlau mit  ScanHaus Marlow,ScanHaus Marlow GmbH,292.000 €
Crottendorf (Crottendorf),141 m²,5 Zi.,675 m² Grundstück,Idyllisch Wohnen auf 140m² in Crottendorf! (inkl. Grundstück),KHC Bauträger GmbH,378.436 €
Mittweida (Frankenau),154 m²,5 Zi.,785 m² Grundstück,Kern-Haus bauen und 10 Jahre Heizkostenzuschuss für Ihr Traumhaus sichern! (inkl. Grundstück),KHC Bauträger GmbH,470.625 €
Wittenburg (Wittenburg),114 m²,4 Zi.,265 m² Grundstück,Gepflegte Doppelhaushälfte für die Familie,Sparkasse Mecklenburg - Schwerin Immobilienservice in Vertretung der LBS Immobilien GmbH,275.000 €
Breddin (Breddin),216.33 m²,9 Zi.,3630 m² Grundstück,"Große Scheunen, Keller, viel Ausbaupotenzial: Dreiseitenhof nahe Wusterhausen (Dosse) und Havelberg",IMMOBILIENGEFLÜSTER GmbH,299.500 €
Altlandsberg (Wilkendorf),1080 m²,18 Zi.,197511 m² Grundstück,Teilsaniertes Schloss in Brandenburg - nordöstlich Berlin,Vermittlung historischer Immobilien OHG,2.900.000 €
Dierhagen / Neuhaus (Neuhaus),160 m²,5 Zi.,688 m² Grundstück,Strandnah wohnen und das ganze Jahr Urlaubsfeeling!,"SCHUMACHER-IMMOBILIEN, Inh. Tony Schumacher",725.000 €
Kleinmachnow,151 m²,5 Zi.,700 m² Grundstück,Kleinmachnow Alte Zehlendorfer Villenkolonie: Repräsentativer 30er-Jahre-Klassiker auf Eckgrundstück,Schnoor Immobilien,1.050.000 €
"Martin-Drucker-Straße 16-16 d; Fleißnerstraße 15-1, Leipzig (Gohlis-Mitte)",154.78 m²,5 Zi.,80 m² Grundstück,+ Schickes Reihenmittelhaus im beliebten Quartier Siebengrün +,MWW AG,650.000 €
Dorf Mecklenburg (Dorf Mecklenburg),256.25 m²,6 Zi.,795 m² Grundstück,"Karow bei Wismar - großzügiges, energiesparendes Haus",Clemens Jach Immobilien e.K.,690.000 €
Treuenbrietzen (Treuenbrietzen),,,521 m² Grundstück,Mieterhöhung? Auf nach Treuenbrietzen ins eigene Haus. Baufeld in Treuenbrietzen,MEHRWERTHAUS GMBH,85.965 €
Großröhrsdorf (Kleinröhrsdorf),113.64 m²,3 Zi.,843 m² Grundstück,Nebeneinander auf einem Grundstück - Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,202.999 €
Klipphausen (Röhrsdorf),124.62 m²,4 Zi.,980 m² Grundstück,Einfach Leben in den eigenen 4 Wänden - Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,197.999 €
Ketzin (OT Zachow) (Zachow),123 m²,3 Zi.,300 m² Grundstück,Reihenmittelhaus in historischem Ambiente im Herzen des Havellandes,Engel &amp; Völkers Potsdam - EuV Potsdam Immobilien GmbH,280.000 €
Petershagen/Eggersdorf / Eggersdorf (Mitte),142.14 m²,6 Zi.,958 m² Grundstück,Vor den Toren Berlins: 6 Zimmer Einfamilienhaus mit Gästebungalow und Doppelgarage,"RE/MAX Living , C/O Living Services GmbH Co. KG",498.000 €
Groß Kreutz (Schenkenberg),300 m²,9 Zi.,1106 m² Grundstück,ALLE UNTER EINEM DACH! *Provisionsfrei!*,Postbank Immobilien GmbH,899.000 €
Schöneiche b. Berlin,136 m²,5 Zi.,600 m² Grundstück,DHH - Familienfreundlich in idyllischer Lage vor den Toren Berlins im KfW 40 Standard bauen,Gerhard Immobilien,560.576 €
Großräschen (Großräschen),96 m²,3 Zi.,966 m² Grundstück,***RESERVIERT*** Einfamilienhaus im Herzen des Lausitzer Seenlands,VON POLL IMMOBILIEN Senftenberg - René Swat,169.000 €
"Eugen-Schönhaar-Str. 3, Halle (Ammendorf-Beesen)",141.92 m²,5 Zi.,130 m² Grundstück,Einzug im Herbst - Neubau mit modernster Technik,Wohntraum Immobilien GmbH,399.000 €
Halle (Dautzsch),112 m²,3 Zi.,412 m² Grundstück,Halle-Dautzsch -  attraktives Anwesen in beliebter Wohnlage mit Erdwärmezentralheizung,Wüstenrot Immobilien Bodo Clasen,320.000 €
Lossatal (Frauwalde),350 m²,16 Zi.,350 m² Grundstück,"2 Doppelhaushälften mit Terrasse, EBK &amp; 4 SP in ruhiger, ländlicher Lage zum Kauf!*Provisionsfrei*",Return on Investment GmbH,425.000 €
Leipzig (Liebertwolkwitz),147 m²,6 Zi.,393 m² Grundstück,"Freistehendes Einfamilienhaus mit 2 Stellplätzen, 1 Garage &amp; Nebengebäude in TOP-Lage!*PROVISIONSFREI*",Return on Investment GmbH,293.500 €
Rostock (Evershagen),155 m²,5 Zi.,570 m² Grundstück,Energieeffizientes Architektenhaus in Evershagen-Süd,OstseeSparkasse Rostock,734.000 €
"Schulstr. 26, Wimmelburg bei Lutherstadt Eisleben",110 m²,3 Zi.,230 m² Grundstück,"!!! Attraktives Einfamiliennhaus unmittelbar der Lutherstadt Eisleben - Im Mietkauf, ohne Bank ! RESERVIERT",Kleemann-Immobilien ISP,400 €
Magdeburg (Lemsdorf),200 m²,6 Zi.,750 m² Grundstück,"Festpreis  18 Monate , Effizienz, planbare Grundrisse, moderne Technik und Bauweise, faire Preise",Gerald Tuchen Handelsvertretung Bien-Zenker GmbH,572.103 €
Osterwieck (Schauen),169 m²,5 Zi.,600 m² Grundstück,"Festpreis  18 Monate , Effizienz, planbare Grundrisse, moderne Technik und Bauweise, faire Preise",Gerald Tuchen Handelsvertretung Bien-Zenker GmbH,425.680 €
"Bahnstraße 47, Ditfurt",98 m²,5 Zi.,463 m² Grundstück,Süßes Haus möchte wieder wach gerüttelt werden.,Sterling-Immobilien.de,79.000 €
Grimmen (Grimmen),177 m²,6 Zi.,650 m² Grundstück,++ Einfamilienhaus mit großen Souterrain ++,Maklair Immobilien GmbH,259.500 €
Bad Liebenwerda (Zeischa),328 m²,8 Zi.,1600 m² Grundstück,Einzigartige Architektenvilla mit besonderem Flair! Direkt am Waldrand mit riesigem Grundstück.,Immo Hub GmbH,569.000 €
Grünheide (Kagel),150 m²,7 Zi.,1170 m² Grundstück,Seeliegenschaft im Südosten von Berlin mit Wohnrecht bis Mai 2023,VON POLL IMMOBILIEN Erkner - Maltz Immobilien GmbH,1.500.000 €
"August-Bebel-Straße 6, Meerane (Meerane)",193 m²,9 Zi.,120 m² Grundstück,Ein Haus- viele Möglichkeiten,Immobilienbüro Vogel GmbH,189.000 €
Meerane (Meerane),154 m²,4 Zi.,755 m² Grundstück,10 Jahre Heizkostenzuschuss für Ihr Traumhaus!,KHC Bauträger GmbH,477.400 €
Gornau (Gornau),133 m²,4 Zi.,816 m² Grundstück,Modernes und zeitloses Architektenhaus! (inkl. Grundstück),KHC Bauträger GmbH,478.150 €
Rangsdorf (Rangsdorf),162.62 m²,9 Zi.,909 m² Grundstück,Charmantes Einfamilienhaus auf großzügigem Grundstück in gefragten Rangsdorf,Wüstenrot Immobilien,499.000 €
"Grenzstr. 8, Chemnitz (Rabenstein)",186 m²,4 Zi.,1142 m² Grundstück,"+++moderne Stadtvilla mit exklusivem Wellnessbad, Sauna und Terrasse in Chemnitz-Rabenstein+++",Realis Chemnitz Immobilien GmbH,auf Anfrage
"Sonnenleite 47, Chemnitz (Reichenbrand)",100 m²,4 Zi.,570 m² Grundstück,+++vortreffliche Doppelhaushälfte als Basis für Ihr Traumhaus in Chemnitzer Toplage+++,Realis Chemnitz Immobilien GmbH,auf Anfrage
Grünheide (Mark) / Hangelsberg (Hangelsberg),76 m²,3 Zi.,1507 m² Grundstück,Idyllisches Wassergrundstück mit unverbaubarem Blick,VON POLL IMMOBILIEN Erkner - Maltz Immobilien GmbH,890.000 €
Forst (Forst-Stadt),490 m²,25 Zi.,1776 m² Grundstück,FORST: Wunderschöne Altbau-Villa mit ca. 500 m² Wohnfläche / 990 m² Nutzfläche SOFORT zu VERKAUFEN,PROGENEA GmbH &amp; Co. Liegenschaften KG,380.000 €
Eisleben (Lutherstadt Eisleben),144 m²,6 Zi.,212 m² Grundstück,"Großzügiges, vermietetes Zweifamilienhaus in Eisleben",Immobilienvertrieb Nord GmbH,198.000 €
Zingst (Zingst),150 m²,6 Zi.,840 m² Grundstück,Eine Investition in die Zukunft,"Sparkasse Vorpommern, in Vertretung der LBS Immobilien GmbH",700.000 €
Blankenfelde b Zossen b Berlin (Blankenfelde),109 m²,4 Zi.,508 m² Grundstück,*Mieten ist Luxus - verwirkliche Deinen  Traum vom Eigenheim in Blankenfelde *,LUKAS Massivhaus GmbH,430.000 €
Zschopau (Zschopau),121 m²,4 Zi.,668 m² Grundstück,Architektenhaus Cara mit Weitblick über Zschopau!,KHC Bauträger GmbH,416.400 €
Obergurig / Schwarznaußlitz (Schwarznaußlitz),145 m²,4 Zi.,2020 m² Grundstück,"Wunderschönes Eigenheim nahe Bautzen, in ruhiger Lage mit großem Grundstück.",Krakowsky Immobilien GmbH,339.000 €
Brieselang (Brieselang),140 m²,6 Zi.,1100 m² Grundstück,Modernisiertes Einfamilienhaus mit ausgebauten Keller,HEIM-EXPERTEN GmbH,599.000 €
"Mecklenburger Straße 6 j, Metelsdorf (Metelsdorf)",164 m²,6 Zi.,920 m² Grundstück,"Geräumiges, schickes Wohnhaus mit separatem Bürogebäude zu verkaufen",Christiane Bartz Immobilien,465.000 €
Kröslin (Kröslin),222 m²,9 Zi.,608 m² Grundstück,Große Doppelhaushälfte in Wassernähe,EuV Ostsee GmbH,286.000 €
Schwerin (Paulsstadt),128 m²,5 Zi.,779 m² Grundstück,Einfamilienhaus mit Blick auf die historische Lewitz Mühle in Banzkow zu verkaufen,Immobilienkontor Catharina Köhn,295.000 €
Rietschen (Rietschen),193.6 m²,6 Zi.,1106 m² Grundstück,Einfamilienhaus als Kapitalanlage,Sparkasse Oberlausitz-Niederschlesien,80.000 €
Radebeul,200 m²,10 Zi.,800 m² Grundstück,Rarität! Charmantes Mehrgenerationenhaus in Radebeuler Bestlage,"Evelyn Scholz Immobilien | Dresden, Radebeul, Coswig, Moritzburg",700.000 €
Grünheide (Mark) (Kagel),267.74 m²,7 Zi.,801 m² Grundstück,GRÜNHEIDE | XXL-STADTVILLA MIT VIEL CHARME ZWISCHEN WALD UND SEEN - TOP ZUSTAND MIT VIELEN EXTRAS,Aloha Living Immobilien,697.500 €
Rochlitz (Rochlitz),90 m²,3 Zi.,60 m² Grundstück,Reihenmittelhaus mit Garage in zentraler Lage von Rochlitz,Volksbank Mittweida Immobilien GmbH,73.000 €
Wiedemar OT Zschernitz (Zschernitz),180 m²,6 Zi.,1166 m² Grundstück,Ihr neues Zuhause in grüner Lage,Willuhn Immobilien e.K. Inh. Sabine Willuhn,249.000 €
"Neue Siedlung 53, Zörbig OT Schrenz (Schrenz)",110.42 m²,5 Zi.,260 m² Grundstück,Eine gute Investition für die Zukunft: Doppelhaushälfte mit Garage und Einbauküche in ruhiger Siedlungslage,A1 Immobilien GmbH,230.000 €
Oranienburg (Oranienburg),120 m²,5 Zi.,854 m² Grundstück,Gepflegtes Einfamilienhaus in ruhiger Wohnlage mit traumhaften Südgarten,Allgemeiner Grund &amp; Boden Fundus,589.000 €
Grimmen (Grimmen),100 m²,4 Zi.,950 m² Grundstück,Handwerker aufgepasst ! Schöner Bungalow zum Selbstgestalten in ruhiger Umgebung,MV-Immocenter UG.&amp; Co.KG,149.000 €
Kröpelin (Einhusen),85 m²,3 Zi.,2659 m² Grundstück,Einfamilienhaus mit viel Potenzial sucht neue Eigentümer,OstseeSparkasse Rostock,215.000 €
Richtenberg (Richtenberg),100 m²,3 Zi.,500 m² Grundstück,Einfamilienhaus zum Selbstverwirklichen in Richtenberg,MV-Immocenter UG.&amp; Co.KG,69.000 €
Gersdorf b Hohenstein-Ernstthal,299 m²,10 Zi.,850 m² Grundstück,Top saniertes Zweifamilienhaus in Gersdorf - eine Wohnung ist vermietet,saxXcon Immobilien GmbH,360.000 €
Schulzendorf,126.67 m²,4 Zi.,1210 m² Grundstück,Moderner Bungalow im idyllischen Schulzendorf,KENSINGTON Finest Properties International · Berlin Südost,790.000 €
Kleinmachnow,113.28 m²,4 Zi.,227 m² Grundstück,"""Aktuell noch vermietetes"" attraktives Reihenendhaus mit Terrasse für Ihr Wohnglück in Kleinmachnow",PLAZA  IMMOBILIEN  - Besuchen Sie unseren Shop auf der neuen  TRUMAN  PLAZA,575.000 €
Falkenberg/Elster (Falkenberg),128 m²,6 Zi.,1999 m² Grundstück,Bieterverfahren: Rohdiamant mit wunderschönem Garten,Golden Home Real Ltd &amp; Co KG,150.000 €
Elmenhorst/Lichtenhagen (Lichtenhagen),231 m²,6 Zi.,584 m² Grundstück,Neubau eines Einfamilienhauses mit Keller in Ostseenähe,Torsten Schulz Immobilien,842.000 €
Wittenhagen (Wittenhagen),127.75 m²,4 Zi.,1172 m² Grundstück,Reizvolles Einfamilienhaus mit eigenem Ferienhaus auf dem Grundstück ab dem 1.April bezugsfrei,Debeka Bausparkasse AG,350.000 €
Ribnitz-Damgarten / Langendamm (Langendamm),31 m²,2 Zi.,650 m² Grundstück,"Nur einen ""Steinwurf"" vom Saaler Bodden entfernt!!!","SCHUMACHER-IMMOBILIEN, Inh. Tony Schumacher",164.000 €
Kirchberg (Kirchberg),139.79 m²,7 Zi.,430 m² Grundstück,BIETERVERFAHREN - Reihenmittelhaus in Kirchberg,VIA-FINANZ GMBH,1 €
Loitsche-Heinrichsberg (Heinrichsberg),115 m²,4 Zi.,704 m² Grundstück,Heinrichsberg - Kleine gepflegte DHH mit großem Garten ,OK-Immobilien - Thomas Holze,120.000 €
Pruchten (Pruchten),90 m²,3 Zi.,534 m² Grundstück,Den Urlaub in den eigenen vier Wänden verbringen!,Baltic Prime Baugesellschaft mbH,230.000 €
Waldheim (Waldheim),180 m²,8 Zi.,490 m² Grundstück,Wohn- und Geschäftshaus in zentraler Lage,Immobilien Kompetenz Mitteldeutschland e,79.900 €
Adorf (Adorf),140 m²,4 Zi.,214 m² Grundstück,Haus im Zentrum von Adorf,Postbank Immobilien GmbH,139.000 €
Zühlsdorf (Zühlsdorf),110 m²,3 Zi.,738 m² Grundstück,MIT SAUNA | Hochwertiges Blockhaus in Zühlsdorf!,Sparkasse Barnim Immobilien-Service in Vertretung der LBS Immobilien GmbH,580.000 €
Schorfheide (Lichterfelde),150 m²,4 Zi.,4588 m² Grundstück,TOP | Einfamilienhaus mit Schwimmbad und großem Garten!,Sparkasse Barnim Immobilien-Service in Vertretung der LBS Immobilien GmbH,620.000 €
Hoppegarten (Hönow),118 m²,4.5 Zi.,213.4 m² Grundstück,- Im Speckgürtel Berlins für die Zukunft investieren! Schönes Reihenmittelhaus in Hönow sucht Sie! -,SevenTree Immobilien e. K.,268.000 €
Eberswalde (Finow),110 m²,4 Zi.,1001 m² Grundstück,KOMPLETTSANIERUNG IN 2022 | Doppelhaushälfte in Finow!,Sparkasse Barnim Immobilien-Service in Vertretung der LBS Immobilien GmbH,349.000 €
Fraureuth (Fraureuth),170 m²,4 Zi.,719 m² Grundstück,Einfamilienhaus oder Zweifamilienhaus,Postbank Immobilien GmbH,385.000 €
Hohe Börde (Nordgermersleben),175 m²,5 Zi.,607 m² Grundstück,Nordgermersleben - Schönes Einfamilienhaus mit Doppelgarage in sehr ruhiger Ortsrandlage ,OK-Immobilien - Thomas Holze,350.000 €
"Bahnhofstr. 58, Mittweida (Mittweida)",966 m²,20 Zi.,2461 m² Grundstück,"Denkmalgeschützte Villa für Praxis, Kanzlei und Wohnen in Mittweida",Realis Chemnitz Immobilien GmbH,350.000 €
Pritzwalk (Schönhagen),255 m²,7 Zi.,3110 m² Grundstück,Exklusiver Dreiseitenhof mit Pool und moderner Energiegewinnung,Dr. Lehner Immobilien,515.000 €
Mühlenbecker Land (Zühlsdorf),90.87 m²,3 Zi.,863 m² Grundstück,Bungalow mit zusätzlichem Bauland im schönen Zühlsdorf,Immobilita e.K.,500.000 €
Mühlenbecker Land (Zühlsdorf),90.87 m²,3 Zi.,407 m² Grundstück,Bezugsfreier Bungalow mit pflegeleichtem Garten in ruhiger Anliegerstraße,Immobilita e.K.,335.000 €
Halle (Saale) / Heidenau (Heide Süd),193 m²,4 Zi.,499 m² Grundstück,Provisionsfrei - Hochwertig ausgestattete Stadtvilla im Bauhausstil,Immobilien Sherpa GmbH,869.000 €
Drebkau / Schorbus (Schorbus),90 m²,3 Zi.,507 m² Grundstück,Moderner Bungalowbau - nur 7km südwestlich von Cottbus,KOOPLER GmbH,349.800 €
Werder (Wodarg),120 m²,5 Zi.,1440 m² Grundstück,Ein altes Bauernhaus in dörflicher Idylle !,Postbank Immobilien GmbH,99.000 €
Gransee (Gransee),80 m²,2 Zi.,258 m² Grundstück,Kleines Häuschen in Gransee,Holländer Immobilien,135.000 €
Leipzig (Liebertwolkwitz),120 m²,4 Zi.,325 m² Grundstück,Familiendomizil im Leipziger Südosten - Sofort einziehen und wohlfühlen,Gewerblicher Anbieter,349.000 €
Moritzburg (Friedewald),238.81 m²,10 Zi.,760 m² Grundstück,"Villa , Solarthermie, Kamin, Garten, Pool Mitfinanzierung d. verm. OG",CENTURY 21 MBM IMMOBILIEN Sven Mager,auf Anfrage
