location,size,rooms,land_area,description,seller,price
Mylau (Mylau),180 m²,6 Zi.,330 m² Grundstück,Ein Heim für die große Familie!,Maklerbüro Jan Popp,125.000 €
Strasburg (Uckermark) (Neuensund),81 m²,4 Zi.,5036 m² Grundstück,BePe-Immobilien- Charmantes Anwesen auf großem Grundstück Selbstversorger in naturreicher Lage zu verkaufen RESERVIERT,BePe-Immobilien,115.000 €
Adorf (Adorf),168 m²,4 Zi.,1457 m² Grundstück,Schönes Einfamilienhaus mit Einliegerwohnung - provisionsfrei,AZ Agentur für Zwangsversteigerungsinformationen GmbH,260.000 €
Steinhöfel / Tempelberg (Tempelberg),73.17 m²,4 Zi.,1112 m² Grundstück,Ruhe und Weitblick auf großem Anwesen mit vielen Nutzungsmöglichkeiten!,1% Immobilien,219.000 €
Fredersdorf (Fredersdorf-Nord),136 m²,5 Zi.,1000 m² Grundstück,Gehobener Wohntraum auf einer Ebene mit zusätzlichem Bauland in Berlinnähe!,1% Immobilien,699.000 €
Schönefeld (Großziethen),121 m²,4 Zi.,413 m² Grundstück,Modernes Einfamilienhaus mit großzügiger Raumaufteilung in Schönefeld an der Stadtgrenze zu Berlin,PlanetHome Group GmbH,799.000 €
Elmenhorst (Elmenhorst),216 m²,8 Zi.,1652 m² Grundstück,Zwei Doppelhaushälften auf großem Grundstück für einen Preis in Elmenhorst bei Stralsund,PlanetHome Group GmbH,249.000 €
Calbe (Saale) (Calbe),116 m²,6 Zi.,74 m² Grundstück,"Eigennutzung oder Kapitalanlage, das entscheiden Sie!",RE/MAX Immobiliencenter Magdeburg,157.000 €
Hohenzieritz (Hohenzieritz),196 m²,7 Zi.,900 m² Grundstück,"Schönes Einfamilienhaus mit großem Grundstück und Garten in ruhiger, ländlicher Lage",McMakler GmbH,390.000 €
Rüdnitz,115 m²,4 Zi.,243 m² Grundstück,"Klein, fein - einfach perfekt!",Purfürst Immobilien,329.000 €
Salzatal (Bennstedt),100 m²,4 Zi.,260 m² Grundstück,Raus aus der Stadt! Einfamilienhaus mit Garage in Bennstedt sucht Handwerker!,ohne-makler.net - Immobilien selbst vermarkten,119.900 €
Neuzelle (Bahro),161 m²,5 Zi.,378 m² Grundstück,Wohntraum auf dem Land inmitten netter Nachbarschaft!,"André Beuthel, Selbstständiger Handelsvertreter LBS IMMOBILIEN GmbH, Sparkasse Oder-Spree",195.000 €
Coswig,102 m²,4 Zi.,800 m² Grundstück,Gepflegte Doppelhaushälfte mit großem Grundstück in begehrter Siedlungslage,C.S.Immobilien,299.000 €
Trebbin (Thyrow),120 m²,4 Zi.,238 m² Grundstück,"gut geschnittenes Reiheneckhaus mit Garage und Garten, in familiärer Eigenheimsiedlung",Immobilien GmbH,320.000 €
"Speyerstraße 20, Neuenhagen",126 m²,5 Zi.,545 m² Grundstück,"moderne Stadtvilla auf 545qm in Neuenhagen, TOP Lage, prov. frei",ohne-makler.net - Immobilien selbst vermarkten,590.000 €
Salzatal (Wils),100 m²,4 Zi.,260 m² Grundstück,Raus aus der Stadt!  Einfamilienhaus in Bennstedt sucht Handwerker! Provisionsfrei für den Käufer!,Immobilienmaklerin fuer Wohnimmobilien,119.900 €
Dallgow-Döberitz (Dallgow),140.73 m²,4 Zi.,554 m² Grundstück,Ideal für Familien - Schönes Einfamilienhaus mit großzügigem Garten -Jetzt zu verkaufen!,C&amp;R Immobilien GmbH,799.000 €
Elmenhorst-Lichtenhagen (Lichtenhagen),96.25 m²,4 Zi.,207 m² Grundstück,Provisionsfreie Seltenheit im Verkauf: Neubau Doppelhaushälfte in Lichtenhagen Dorf,Büchel Immobilien MV,399.000 €
Blankenfelde-Mahlow (Blankenfelde),147 m²,5 Zi.,772 m² Grundstück,Jetzt 50000 Euro Preisvorteil sichern und raus aus der Miete,OKAL Haus GmbH,659.900 €
Rangsdorf (Rangsdorf),267 m²,4 Zi.,1062 m² Grundstück,Ein wahrgewordener Traum,OKAL Haus GmbH,1.084.900 €
Rangsdorf (Rangsdorf),120 m²,4 Zi.,839 m² Grundstück,Jetzt das Geld richtig anlegen,OKAL Haus GmbH,529.900 €
Trebbin (Trebbin),120 m²,4 Zi.,600 m² Grundstück,Jetzt das Geld richtig anlegen,OKAL Haus GmbH,299.900 €
Trebbin (Trebbin),120 m²,4 Zi.,600 m² Grundstück,Das könnte Ihre Gartenlounge sein. Jetzt 59000 Euro Preisvorteil sichern,OKAL Haus GmbH,299.900 €
Am Mellensee (Mellensee),147 m²,5 Zi.,450 m² Grundstück,Jetzt 50000 Euro Preisvorteil sichern und raus aus der Miete,OKAL Haus GmbH,498.900 €
Trebbin (Trebbin),147 m²,5 Zi.,600 m² Grundstück,Jetzt 50000 Euro Preisvorteil sichern und raus aus der Miete,OKAL Haus GmbH,399.900 €
Am Mellensee (Mellensee),267 m²,4 Zi.,1320 m² Grundstück,"Ein wahrgewordener Traum, Jetzt Aktion sichern",OKAL Haus GmbH,948.900 €
Wittenberg (Nudersdorf),113 m²,4 Zi.,1398 m² Grundstück,"Luxuriöses Haus mit Swimmingpool, Teich, Sauna und parkähnlichem Grundstück",Helmut Niegl Immobilien,235.000 €
Magdeburg (Fermersleben),1500 m²,51 Zi.,25758 m² Grundstück,Sanierte Burg-Hotel-Anlage mit Restaurant - an der Elbe,Vermittlung historischer Immobilien OHG,auf Anfrage
Gnoien (Gnoien),120 m²,4 Zi.,372 m² Grundstück,Schönes Reihenendhaus,Inseriert auf 123provisionsfrei.de,230.000 €
Wettin-Löbejün (Friedrichsschwerz),150 m²,6 Zi.,540 m² Grundstück,"EFH mit viel Platz für Familie, Spaß, Erholung und mehr",Saalesparkasse,172.817 €
Weißenberg (Kotitz),100 m²,5 Zi.,890 m² Grundstück,Ebenerdig Wohnen und mit Wärmepumpe heizen,Selbständige Handelsvertretungen von LBS Immobilien im Hause der Kreissparkasse Bautzen,92.000 €
Nesow (Nesow),160 m²,5 Zi.,2823 m² Grundstück,"Wohnhaus (Doppelhaushälfte) unsaniert, 5 Zimmer, Land 2823 m² in Rehna/ Nesow zwischen der Hansestadt Lübeck und der Landeshauptstadt Schwerin",Zwer Immobilien Schwerin,228.000 €
Lauchhammer (Lauchhammer),110 m²,4 Zi.,500 m² Grundstück,Günstig kaufen und modernisieren - DHH in Lauchhammer in der Nähe von Klinikum und Bahnhof,PlanetHome Group GmbH,125.000 €
Arnsdorf (Arnsdorf),130.86 m²,6 Zi.,410 m² Grundstück,Tolles Einfamilienhaus in idyllischer Lage! Kamin! Kl. Pool! Billard!,Leßmann &amp; Wagner Immobilienmakler GmbH,399.990 €
Kröpelin (Schmadebeck),110 m²,4 Zi.,677 m² Grundstück,Exklusiv für Sie - Verwirklichen Sie Ihren Traum vom Eigenheim mit Schwabenhaus,Schwabenhaus GmbH &amp; Co. KG - Bert Kause,476.000 €
Parkentin (Bollbrücke),130 m²,4 Zi.,512 m² Grundstück,Exklusiv für Sie - Verwirklichen Sie Ihren Traum vom Eigenheim mit Schwabenhaus,Schwabenhaus GmbH &amp; Co. KG - Bert Kause,478.000 €
Wernigerode (Wernigerode),200 m²,6 Zi.,919 m² Grundstück,Ideal für Handwerker!!!,Sven Morenz Immobilien,235.000 €
Klipphausen (Roitzschen),128 m²,6 Zi.,1273 m² Grundstück,"Hochwertiges, gepflegtes Einfamilienhaus auf großem Grundstück in ländlicher Umgebung",Russig &amp; Partner Immobilien,360.000 €
Neuruppin (Neuruppin),180 m²,6 Zi.,1266 m² Grundstück,Frei werdendes und flexibel nutzbares Einfamilienhaus mit viel Ausbaureserve und großem Garten,Immobilien Pospiech,209.000 €
Sülzetal (Bahrendorf),169 m²,5 Zi.,1084 m² Grundstück,Ganz neu-Grundstücke in bester Lage in Dodendorf vor den Toren Magdeburgs,Gerald Tuchen Handelsvertretung Bien-Zenker GmbH,422.680 €
Zurow (Reinstorf),315 m²,9 Zi.,1178 m² Grundstück,Positiver Vorbescheid! Sanierungsbedürftige DHH mit Umbau zu Ferienwohnungen,RN Immobilien GmbH,169.000 €
Selmsdorf (Selmsdorf),203 m²,6 Zi.,581 m² Grundstück,"Großzügiges, gepflegtes Einfamilienhaus mit Ausbaupotential",Nowatzki Immobilien GmbH &amp; Co. KG,319.000 €
Falkensee,65 m²,2 Zi.,835 m² Grundstück,IMMOBERLIN.DE - Kleines Haus auf großem Grundstück in vorzüglicher Wohnlage,IMMOBERLIN Inhaber Carsten D. Topel,625.000 €
Rangsdorf (Rangsdorf),91 m²,5 Zi.,780 m² Grundstück,Einfamilienhaus mit Grundstück in Rangsdorf zu verkaufen,Eigenheimwohnen EWG GmbH - Town &amp; Country Lizenz-Partner,537.050 €
Massow / Evchensruh (Evchensruh),135 m²,4 Zi.,5523 m² Grundstück,"Traumhafte Randlage, die Müritz gut erreichbar !!!",Liebal Immobilien,259.000 €
Rangsdorf (Rangsdorf),190 m²,6.5 Zi.,20000 m² Grundstück,Reiterhof in Brandenburg: JETZT Lebenstraum verwirklichen!,ImmoSky Deutschland GmbH,1.200.000 €
Rangsdorf (Groß Machnow),190 m²,6.5 Zi.,20000 m² Grundstück,Reiterhof in Brandenburg: JETZT Lebenstraum verwirklichen!,ImmoSky Deutschland GmbH,1.200.000 €
Siehdichum (Rießen),114 m²,4 Zi.,2000 m² Grundstück,Schönes Einfamilienhaus auf großem Grundstück,Hauptstadtmakler René Bernhardt,375.000 €
Barkhagen (Altenlinden),108 m²,3 Zi.,3562 m² Grundstück,***Grüne Oase am Dorfrand für...***,ORANGE Immobilienagentur,223.000 €
Raduhn (Raduhn),120 m²,7 Zi.,1843 m² Grundstück,Hier sind Sie mit handwerklichem Geschick gefragt!!!!,Arne Wulf Immobilien,79.000 €
Eichwalde,91 m²,4 Zi.,402 m² Grundstück,Doppelhaushälfte und Grundstück in Eichwalde zu verkaufen,Eigenheimwohnen EWG GmbH - Town &amp; Country Lizenz-Partner,440.470 €
Kambs (Vorbeck),230 m²,8 Zi.,1500 m² Grundstück,Platz für eine große Familie gesucht.... dann auf nach Kambs zum neuen Zuhause !!,urban nature Immobilien,267.000 €
"Mühlentor 3A, Wittenburg (Wittenburg)",125 m²,5 Zi.,801 m² Grundstück,Verwirklichen Sie Ihren Traum mit diesem Einfamilienhaus,Hoth Elbe Immobilien,195.000 €
Gröningen (Krottorf),125 m²,6 Zi.,478 m² Grundstück,Endlich Platz für die ganze Familie!,RE/MAX Immobiliencenter Magdeburg,162.000 €
Schmölln-Putzkau (Schmölln),102 m²,4 Zi.,800 m² Grundstück,"Ihr neues Zuhause in Schmölln-Putzkau, gelegen im Landkreis Bautzen!",KH Massivhaus Dresden GmbH,315.900 €
Schkeuditz (Schkeuditz),145 m²,8 Zi.,795 m² Grundstück,Zweifamilienhaus in Schkeuditz,IAD Immobilien Agentur Deutschland GmbH,330.000 €
Wolmirsleben,85 m²,3 Zi.,1229 m² Grundstück,Magdeburger Speckgürtel. Doppelhaushälfte in bester Ortslage. Großes Grundstück mit geräumiger Scheune. Badesee und Naherholungsgebiet am Ort.,IAD Immobilien Agentur Deutschland GmbH,127.500 €
Burg (Burg),205 m²,6 Zi.,462 m² Grundstück,Reihenmittelhaus mit 2 Wohneinheiten. Viel Nebengelass. Attraktive Innenstadtlage.,IAD Immobilien Agentur Deutschland GmbH,227.500 €
Genthin (Genthin),185 m²,6 Zi.,850 m² Grundstück,Attraktive Stadtvilla. Erstklassiges Eckgrundstück. Jetzt Innenausbau fertigstellen.,IAD Immobilien Agentur Deutschland GmbH,322.000 €
Bernburg (Bernburg),189 m²,6 Zi.,1279 m² Grundstück,Denkmalgeschützte Villa - Sanierungsobjekt mit viel Potenzial,IAD Immobilien Agentur Deutschland GmbH,89.750 €
Wiek (Wiek),100 m²,7 Zi.,1488 m² Grundstück,Zwei Bungalows mit großzügigem Bauplatz,Jan Steinfeld Immobilien,659.000 €
Werneuchen (Werneuchen),185.01 m²,4 Zi.,428.01 m² Grundstück,"Umweltfreundlich und zukunftsorientiert: Großzügiges, neuwertiges EFH mit Geothermie-Heizanlage",McMakler GmbH,499.000 €
Hohenstein-Ernstthal (Hohenstein-Ernstthal),170 m²,7 Zi.,208 m² Grundstück,Verkauf gegen Gebot!,Postbank Immobilien GmbH Chemnitz,29.950 €
Eisenhüttenstadt (Eisenhüttenstadt),189.7 m²,7 Zi.,530 m² Grundstück,Großes Einfamilienhaus mit Nebengelass in Fürstenberg,"André Beuthel, Selbstständiger Handelsvertreter LBS IMMOBILIEN GmbH, Sparkasse Oder-Spree",189.000 €
Mahlow (Mahlow),110 m²,5.5 Zi.,1151 m² Grundstück,Attraktives Einfamilienhaus von Privat zu verkaufen,Inseriert auf 123provisionsfrei.de,600.000 €
Am Mellensee (Rehagen),142 m²,4 Zi.,1200 m² Grundstück,"Ausbaufähiges Landhaus mit schöner, großer Backsteinscheune in absoluter Ruhiglage",Homeday GmbH,285.000 €
Arnstein (Wiederstedt),120 m²,4 Zi.,550 m² Grundstück,Einfamilienhaus für kleine Familie in ruhiger Wohnlage  !!!,Postbank Immobilien GmbH,155.000 €
Nossen (Nossen),167 m²,5 Zi.,2120 m² Grundstück,Schick saniertes Einfamilienhaus in bester Lage,Postbank Immobilien GmbH,420.000 €
Sangerhausen (Sangerhausen),380 m²,10 Zi.,1181 m² Grundstück,In bester Lage !,Postbank Immobilien GmbH,795.000 €
Genthin (Genthin),100 m²,5 Zi.,2000 m² Grundstück,"Großzügige Doppelhaushälfte mit Garten, Terrasse und 2 Garagen in ruhiger Lage",Homeday GmbH,190.000 €
Strausberg (Gladowshöhe),93 m²,4 Zi.,500 m² Grundstück, * Gemütliches Einfamilienhaus in ruhiger stadtnaher Feldrandlage *,Pahlow Immobilien,379.000 €
Ebersbach-Neugersdorf (Ebersbach),120 m²,5 Zi.,709 m² Grundstück,"+++ Schickes Haus, bezugsfertig am Südhang gelegen +++",Wüstenrot Immobilien GmbH,145.000 €
"Siedlung 24, Dippoldiswalde (Dippoldiswalde)",80 m²,4 Zi.,800 m² Grundstück,Einfamilienhaus mit Garten in ruhiger Randlage in Dippoldiswalde ,RWR Immobilienmakler GmbH,135.000 €
Wegeleben (Wegeleben),371 m²,12 Zi.,880 m² Grundstück,OHNE KÄUFERPROVISION! Zwei Wohnhäuser zum Paketpreis! Voll vermietete 5 WE insgesamt!,Martina Schmidt Immobilienmaklerin,295.000 €
Leipzig / Connewitz (Connewitz),120 m²,5 Zi.,249 m² Grundstück,Reihenendhaus in bester Lage zu Markkleeberg,Bricks &amp; Mortar Immobilien Leipzig GmbH,529.000 €
"Wildgansstraße 65, Mirow / Granzow (Granzow)",81 m²,4 Zi.,231 m² Grundstück,Ferienhaus in Mirow nur 100 Meter zum See,Fujawa Immobilien,299.000 €
Niedergörsdorf OT Altes Lager (Altes Lager),312 m²,,1470 m² Grundstück,Rarität - Großzügige Generalsvilla im Rohbau,Engel &amp; Völkers Potsdam - EuV Potsdam Immobilien GmbH,525.000 €
Kretzschau (Grana),248 m²,5 Zi.,487 m² Grundstück,Zwei Wohnhäuser mit Grundstück in ruhiger Wohngegend von Zeitz zum Preis von einem!,Klingberg Immobilien GmbH,154.500 €
Röbel (Röbel),72 m²,3 Zi.,155 m² Grundstück,Wohn- und Geschäftshaus im Zentrum von Röbel,Müritz-Sparkasse in Vertretung der LBS Immobilien GmbH,185.000 €
Hohen Neuendorf (Bergfelde),130 m²,5 Zi.,621 m² Grundstück,IMMOBERLIN.DE - Charmant + adrett! Einfamilienhaus mit schönem Südgarten,IMMOBERLIN Inhaber Carsten D. Topel,675.000 €
Groß Kreutz (Havel) (Schenkenberg),138 m²,6 Zi.,917 m² Grundstück,IMMOBERLIN.DE - Attraktive Doppelhaushälfte mit großem Südgarten &amp; Nebengelass ,IMMOBERLIN Inhaber Carsten D. Topel,289.000 €
Birkenwerder,128 m²,3 Zi.,762 m² Grundstück,IMMOBERLIN.DE - Behagliches Einfamilienhaus mit Topambiente &amp; Gästehaus im Garten inklusive Pool,IMMOBERLIN Inhaber Carsten D. Topel,470.000 €
Groß Godems,100 m²,4 Zi.,979 m² Grundstück,Schönes Einfamilienhaus in idyllischer Lage mit traumhafter Aussicht in Groß Godems,PlanetHome Group GmbH,280.000 €
Grünhainichen (Grünhainichen),177.72 m²,6 Zi.,491 m² Grundstück,Einfamilienhaus mit viel Platz und Möglichkeiten in Grünhainichen,PlanetHome Group GmbH,160.000 €
Neuenhagen bei Berlin,1 m²,4 Zi.,412 m² Grundstück,Einfamilienhaus ++ ohne Provision ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,375.000 €
Eggersdorf (Mitte),96.3 m²,4 Zi.,1000 m² Grundstück,"Einfamilienhaus mit teilbarem Grundstück in Eggersdorf! Inkl. Keller, Werkstätten und Nebengebäude",Rosa-Immobilien Anja Kallweit-Pohl,369.000 €
Beelitz (Fichtenwalde),73 m²,3 Zi.,713 m² Grundstück,Neuwertiges Holzhaus mit Keller auf tollem Grundstück in Fichtenwalde ,PATZINA IMMOBILIEN GbR,299.000 €
Demmin (Demmin),82 m²,4 Zi.,682 m² Grundstück,Einfamilienhaus in Demmin,Debeka Bausparkasse AG,150.000 €
Schönebeck (Schönebeck),355.33 m²,13 Zi.,272 m² Grundstück,Ihre neue Wohn- und Geschäftsadresse direkt an der Elbe,Immobewertung24 GmbH,159.000 €
Graal-Müritz,135 m²,4 Zi.,479 m² Grundstück,Wohnen wo andere Urlaub machen,Proimma UG (haftungsbeschränkt),534.500 €
Mittweida (Mittweida),78 m²,3 Zi.,254 m² Grundstück,Reihenmittelhaus mit unverbautem Ausblick!,Postbank Immobilien GmbH,119.000 €
Am Mellensee (Kummersdorf-Alexanderdorf),142 m²,6 Zi.,838 m² Grundstück,Schönes EFH mit Platz für die ganze Familie (227m² W/N) und großem Garten,Immobilien GmbH,449.000 €
Anklam (Anklam),124 m²,4 Zi.,628 m² Grundstück,"""TOR ZUR INSEL USEDOM"" Schickes Einfamilienhaus in ruhiger Wohnlage *PROVISIONSFREI* zu erwerben",GHG Gesellschaft für Haus- und Grundbesitzvermittlung mbH,195.000 €
Löwenberger Land (Neulöwenberg),170 m²,5 Zi.,3235 m² Grundstück,"Haus mit Charme in Naturlage, Kamin, großes Grundstück mit Teich ",Rainoff Immobilien,560.000 €
Strasburg (Uckermark) (Neuensund),177 m²,5 Zi.,4990 m² Grundstück,Einfamilienhaus auf großem Grundstück - umfangreiche Sanierung 2019-2021,UER-Immobilien Torsten Maske,289.000 €
Oederan (Gahlenz),180 m²,9 Zi.,1210 m² Grundstück,Viel Platz und Ruhe im großen Haus mit Ausbaupotential-Neuer Preis!!!,Wohnungsmarkt Erzgebirge,75.000 €
Sietow (Sietow-Dorf),132 m²,3 Zi.,901 m² Grundstück,"Exklusiv! Neuwertiger, möblierter Wohntraum mit Weitblick! ",Müritz Maritim Immobilien EuV GmbH,679.000 €
Biederitz (Biederitz),94.37 m²,5 Zi.,2214 m² Grundstück,Charmantes Einfamilienhaus mit 2.214 m² großem Grundstück im beliebten Biederitz,Immofairkauf GmbH,459.000 €
Diera-Zehren (Zehren),213 m²,7 Zi.,3330 m² Grundstück,"Großes, individuelles Haus in ländlich-idyllischer Lage - auch für mehrere Generationen! ",Solida Immobilien Dresden Inh. Thomas Malschewski,498.000 €
Wriezen (Haselberg),112.44 m²,4 Zi.,750 m² Grundstück,"Hohe Energieeffizienz in Wriezen! Neubau-Einfamilienhaus mit Solar, Kamin, modernen Bädern",Rosa-Immobilien Anja Kallweit-Pohl,399.000 €
Mülsen / Mülsen Sankt Jacob (Mülsen St Jacob),124 m²,4 Zi.,410 m² Grundstück,Einfamilienhaus in Mülsen sucht fleißige Handwerker,Immoteufel,119.000 €
Kreischa (Kreischa),240 m²,11 Zi.,700 m² Grundstück,Zentrumnahes Wohnhaus mit Geschichte in Kreischa zu verkaufen,Debeka Bausparkasse AG,239.900 €
Wurzen (Wurzen),176 m²,6 Zi.,1223 m² Grundstück,Wohnen auf einer Ebene und 2. Generation mit eigenem Eingang im Souterrain,Sattler Immobilien GmbH,441.000 €
Magdeburg (Brückfeld),105 m²,,660 m² Grundstück,....Finanzierung bekommen Sie auch über uns !,townhouse-consulting ug,1.175 €
Mühlenbecker Land (Zühlsdorf),145.18 m²,5 Zi.,1290 m² Grundstück,Modernes Einfamilienhaus auf großem Grundstück,VON POLL IMMOBILIEN Barnim - Petra Haseloff,695.000 €
Magdeburg (Diesdorf),120 m²,6 Zi.,589 m² Grundstück,Der Anfang ist gemacht...,Sparkasse MagdeBurg in Vertretung der LBS Immobilien GmbH,200.000 €
Großbeeren OT Kleinbeeren (Großbeeren),100 m²,4 Zi.,1296 m² Grundstück,Landhaus am Ortsrand - mit Scheune und Partyraum - ist es ein Traum,Berliner Volksbank Immobilien GmbH,598.000 €
"Jeeserstraße 1, Hanshagen (Hanshagen)",172 m²,5 Zi.,2268 m² Grundstück,Im Bieterverfahren - Geräumige  Bauernhaushälfte mit Tischlereiwerkstatt zu veräußern,Christiane Bartz Immobilien,200.000 €
Wasserleben (Wasserleben),270 m²,8 Zi.,700 m² Grundstück,Für Generationen-Wohnen: Zwei liebevoll modernisierte Bauernhäuser auf einem Grundstück...,Ella Henke Immobilien GmbH,350.000 €
Neukirch/Lausitz,300 m²,7 Zi.,30750 m² Grundstück,Naturparadies für autarken Lebensstil,VON POLL IMMOBILIEN Bautzen - BLS Immobilien GmbH,1.200.000 €
Altefähr (Altefähr),120 m²,5 Zi.,500 m² Grundstück,Wohlfühl-Oase fast direkt am Meer,Postbank Immobilien GmbH,415.000 €
Hohenmölsen (Hohenmölsen),230 m²,8 Zi.,726 m² Grundstück,"Wohnen im Grünen mit sehr viel Platz und freiem Blick, schick angelegt, Bj. 1996, 726 m² gepflegtes Grundstück",Ilm-Kreis Immobilien,569.000 €
Wandlitz (Schönwalde),145 m²,5 Zi.,566 m² Grundstück,Neue Stadtvilla in Wandlitz zu verkaufen!,KOPITZ IMMOBILIEN,420.000 €
Dresden (Weixdorf),110 m²,5 Zi.,650 m² Grundstück,Platz für Ihr Familienglück in Dresden-Weixdorf,Ostsächsische Sparkasse Dresden,325.000 €
Tauche (Tauche),283 m²,8 Zi.,1465 m² Grundstück,Großes Doppelhaus/Zweifamilienhaus,Constantin Brandt Immobilien,399.000 €
Woltersdorf,125 m²,4 Zi.,846 m² Grundstück,Gepflegtes Einfamilienhaus für Naturliebhaber,VON POLL IMMOBILIEN Erkner - Maltz Immobilien GmbH,449.000 €
Heidesee (Prieros),155 m²,8 Zi.,577 m² Grundstück,MIETKAUF - Einfamilienhaus mit viel Potential im Südosten von Berlin,VON POLL IMMOBILIEN Erkner - Maltz Immobilien GmbH,450.000 €
Zossen (Zossen),157 m²,7 Zi.,1668 m² Grundstück,Beeindruckender Blick ins Grüne und Berlin vor der Tür,Engel &amp; Völkers Potsdam - EuV Potsdam Immobilien GmbH,850.000 €
Märkische Heide (Kuschkow),246 m²,4 Zi.,9313 m² Grundstück,Traumhaftes und hochwertig saniertes Bauerngehöft ,Constantin Brandt Immobilien,1.098.000 €
Pausin (Pausin),250 m²,12 Zi.,5200 m² Grundstück,Vierseitenhof mit Bauplatz für Stadtvilla und Wohnungs Potenzial,Immobilienmanagement Wichelhaus,699.000 €
Leuna (Kötschlitz),125 m²,5 Zi.,173 m² Grundstück,"HIMMLISCHE RUHE FÜR DIE GANZE FAMILIE // Reihenhaus mit 5 Zimmern, Terrasse &amp; Garten",Koengeter &amp; Krekow Immobilien GmbH,250.000 €
Neulewin (Neulewin),120 m²,6 Zi.,1232 m² Grundstück,"Großes Wohnhaus mit viel Nebengelass im Oderbruch, MOL",Family Haus GbR Klaus Griewahn &amp; Wilfried Sell,99.000 €
"Fritz-Reuter-Straße 47, Hohen Viecheln (Hohen Viecheln)",137 m²,5 Zi.,2984 m² Grundstück,Modernisierungsbedürftiges Wohngebäude mit Nebengelass auf großem Grundstück in Hohen Viecheln zu verkaufen,Christiane Bartz Immobilien,189.750 €
Frauenstein / Nassau (Nassau),90 m²,3 Zi.,1020 m² Grundstück,Doppelhaushälfte mit großem Grundstück nahe Frauenstein zu verkaufen!,Wohnungsbörse Erzgebirge Inhaber Manuela Hertel,85.000 €
