location,size,rooms,land_area,description,seller,price
Hamburg (Lemsahl-Mellingstedt),177 m²,5 Zi.,754 m² Grundstück,Ruhige Traumlage in Lemsahl/Poppenbüttel - charmante 5-Zi.-Stadtvilla inkl. Bauneben- u. HA-Kosten_planen Sie mit www.PRO-HAUS.de,PRO-HAUS GmbH,1.213.900 €
Hamburg (Lemsahl-Mellingstedt),221 m²,6 Zi.,754 m² Grundstück,Ruhige Traumlage in Lemsahl/Poppenbüttel - Moderne 5-Zi.- Stadtvilla mit Vollkeller inkl. Bauneben- u. HA-Kosten_planen Sie mit www.PRO-HAUS.de,PRO-HAUS GmbH,1.366.900 €
Hamburg (Bergstedt),142.5 m²,5 Zi.,505 m² Grundstück,Modernes Wohnen im energieeffizienten Einfamilienhaus,DAHLER &amp; COMPANY Alstertal GmbH &amp; Co. KG,1.090.000 €
Dorfhain,158 m²,4 Zi.,449 m² Grundstück,Ruhig gelegenes Einfamilienhaus mit Pool im Tharandter Wald unweit der Landeshauptstadt Dresden,DAHLER &amp; COMPANY Dresden,449.000 €
Hamburg (Langenbek),82 m²,3 Zi.,216 m² Grundstück,Jetzt kaufen - später einziehen!,DBS Immobilien Dirk Sauer,319.000 €
Hamburg (Marmstorf),85.5 m²,,816 m² Grundstück,Kleines Einfamilienhaus mit sonniger Veranda in Marmstorf!,DBS Immobilien Dirk Sauer,340.000 €
Schkeuditz (Schkeuditz),115 m²,,750 m² Grundstück,EFH in absolut ruhiger Lage zu verkaufen,Böhm Immobilien GmbH,350.000 €
Brandenburg an der Havel (Hohenstücken),94 m²,4 Zi.,719 m² Grundstück,Unser kleines Schmuckstück,Torsten Lubinsky Immobilien,280.000 €
"Markt 73, Großvargula",105 m²,3 Zi.,370 m² Grundstück,Einfamilienhaus mit Nebengelass und Garten in Großvargula,Ronald Merten Immobilien GmbH,139.000 €
Bremen / Oberneuland (Oberneuland),170.9 m²,4 Zi.,1212 m² Grundstück,Verwirklichen Sie Ihre Träume -  Einfamilienhaus auf tollem Grundstück in exklusiver Lage,KENSINGTON Finest Properties Immobilien GmbH,949.000 €
Hamburg / Niendorf (Niendorf),157.85 m²,5.5 Zi.,969.57 m² Grundstück,DOPPELTES LOTTCHEN: Stilvolle Doppelhaushälften für die ganze Familie!,Leipe &amp; Gronninger Immobilien GmbH &amp; Co. KG,1.149.000 €
Plauen (Kauschwitz),135 m²,4 Zi.,710 m² Grundstück,Ein Heim für die ganze Familie,HOFU UG,379.000 €
Plauen (Kauschwitz),155 m²,5 Zi.,710 m² Grundstück,Wunderschönes modernes freistehendes Einfamilienhaus als Ihr zukünftiges Zuhause - Jubiläumshaus,HOFU UG,419.900 €
Hamburg (Lurup),100 m²,4 Zi.,754 m² Grundstück,"Handwerker aufgepasst! Bungalow zum Renovieren,  ca. 100 m², Kfz-Stellplatz, großer Garten.",RE/MAX Hamburg 1A Immobilien GmbH,539.000 €
Hamburg (Poppenbüttel),178 m²,5.5 Zi.,1097 m² Grundstück,Ihnen ist die Lage wichtig?  Dann haben wir das passende Objekt für Sie!,RE/MAX Hamburg 1A Immobilien GmbH,1.250.000 €
Zwickau / Marienthal (Marienthal),110 m²,3 Zi.,1437 m² Grundstück,+++ Freistehendes Einfamilienhaus mit großem Grundstück Zwickau-Marienthal +++,viveto IMMOBILIEN eine Marke der E.I.S. GmbH,279.000 €
Altenberg / Bärenstein (Bärenstein),195 m²,7 Zi.,6640 m² Grundstück,Gepflegtes Haus auf großem Grundstück in ländlicher Umgebung,Wüstenrot Immobilien GmbH,239.000 €
Berlin (Rosenthal),130 m²,5 Zi.,807 m² Grundstück,Rosenthal! Elegante Architektenvilla mit großer Südwestterrasse in begehrter Ruhiglage,Klug Immobilien GmbH,875.000 €
Gera (Innenstadt),189 m²,8 Zi.,580 m² Grundstück,großzügiges EFH in Gera Liebschwitz,RD-Immokonzept GmbH,359.000 €
Bremen (St. Magnus),136 m²,4 Zi.,849 m² Grundstück,"DHH mit bis zu 4 Schlafzimmern und viel Potenzial für Handwerker- großer Garten, ruhige Lage",McMakler GmbH,235.000 €
Fuchhain (Fuchshain),125.35 m²,5 Zi.,186 m² Grundstück,Reihenmittelhaus in ruhiger Lage am Rand von Leipzig,Debeka Bausparkasse AG,369.000 €
Hopfgarten (Hopfgarten),240 m²,9 Zi.,630 m² Grundstück,Einzugsbereites Mehrgenerationenhaus in  Hopfgarten,Wohnungsmarkt Erzgebirge,239.000 €
Buchholz-Friedewald (Friedewald),150 m²,8 Zi.,2850 m² Grundstück,Geschichtsträchtige Villa im eigenen Park bei Radebeul,ELBHANGMAKLER - Neumann Immobilien &amp;  Partner,690.000 €
Berlin (Grunewald),129 m²,4 Zi.,415 m² Grundstück,UBC: Doppelhaushälfte in exklusiver Wohnlage,Unify Berlin Collection GmbH Best of Real Estate Investments,1.558.000 €
Bad Lausick (Bad Lausick),135.02 m²,6 Zi.,722.02 m² Grundstück,"Familientraum im Grünen: Gepflegtes EFH mit Doppelgarage, Carport und überdachter Terrasse",McMakler GmbH,479.900 €
Berlin (Grunewald),129 m²,4 Zi.,415 m² Grundstück,UBC: Doppelhaushälfte in exklusiver Wohnlage,Unify Berlin Collection GmbH Best of Real Estate Investments,1.558.000 €
Wünschendorf/Elster (Zschorta),217 m²,5 Zi.,2994 m² Grundstück,***Bauernhof einmal anders | Tradition und Moderne in Kombination***,TIG Thüringer Immobiliengesellschaft mbH,385.000 €
Auerbach,131 m²,5 Zi.,998 m² Grundstück,Eigentum und Vermögen statt Miete!,KHC Bauträger GmbH,388.900 €
Bremen (Hemelingen),111.3 m²,4 Zi.,261 m² Grundstück,Bremen-Hemelingen: gepflegtes Einfamilien-Reihenendhaus in ruhiger Lage mit Garage.,Sparkasse Immobilien Bremen GmbH,269.000 €
Nossen (Nossen),98.43 m²,5 Zi.,511 m² Grundstück,Wohnen am Mittelpunkt von Sachsen,Sparkasse Meißen,230.000 €
Hamburg (Schnelsen),123.24 m²,5 Zi.,811.24 m² Grundstück,Gemütlicher Bungalow auf großem Grundstück in Schnelsen,McMakler GmbH,679.000 €
Berlin (Tegel),220 m²,6 Zi.,310 m² Grundstück,UBC: Luxus-Villa in Wasserlage,Unify Berlin Collection GmbH Best of Real Estate Investments,2.750.000 €
Berlin (Tegel),220 m²,6 Zi.,310 m² Grundstück,UBC: Luxus-Villa in Wasserlage,Unify Berlin Collection GmbH Best of Real Estate Investments,2.750.000 €
Brandenburg (Neustadt),105 m²,5 Zi.,500 m² Grundstück,Klein und bald Mein: Einfamilienhaus in Brandenburg,Immobilienbüro Feldt GmbH,278.000 €
Berlin (Weißensee),114 m²,4 Zi.,45 m² Grundstück,"Weißensee: Berliner Allee: ERSTBEZUG im EIGENEN TOWNHOUSE - 2024: 4-Zi, 3 Etagen, TERRASSE + GARTEN",PROGENEA GmbH &amp; Co. Liegenschaften KG,989.000 €
Hamburg (Lurup),100 m²,4 Zi.,754 m² Grundstück,"Handwerker aufgepasst! Bungalow zum Renovieren,  ca. 100 m², Kfz-Stellplatz, großer Garten.",RE/MAX Hamburg 1A Immobilien GmbH,539.000 €
Grimma (Grimma),573.7 m²,13 Zi.,1390 m² Grundstück,Wunderschöne Stadtvilla zum Allein- oder Mehrgenerationen Wohnen in Grimma,PlanetHome Group GmbH,975.000 €
Apolda (Apolda),200.6 m²,9 Zi.,419 m² Grundstück,***Mehrgenerationenhaus sucht neue Familie!***,Sparkassen-Immobilien-Vermittlungs-GmbH,259.000 €
Scheßlitz (Mühlhausen),122.73 m²,6 Zi.,2100 m² Grundstück,Einfamilienhaus in Ortsrandlage von Scheßlitz OT mit Ausbaumöglichkeit und Scheune,LBS Bayerische Landesbausparkasse,565.000 €
Straußfurt (Vehra),140 m²,5 Zi.,601 m² Grundstück,"Großes, modernisiertes EFH mit Wintergarten und Garage vor den Toren Erfurts zu verkaufen!",Sparkasse Mittelthüringen,295.000 €
Bremen (Ellenerbrok-Schevemoor),192 m²,6 Zi.,713 m² Grundstück,"Teilvermietetes, gepflegtes Zweifamilienhaus auf großzügigem Grundstück",Robert C. Spies KG,458.000 €
Leipzig (Schönau),140.92 m²,4 Zi.,344 m² Grundstück,vermietetes Einfamilienhaus mit Terrasse und Garten in Leipzig- Schönau,PlanetHome Group GmbH,660.000 €
Blankenburg (Blankenburg),85 m²,3 Zi.,560 m² Grundstück,Kleines ebenerdiges Traumhaus und passendes Grundstück dazu....,AVOS Hausbau GmbH,495.000 €
Blankenburg (Blankenburg),132 m²,5 Zi.,550 m² Grundstück,+++ bauen in Blankenburg / Berlin +++ inklusive Grundstück,AVOS Hausbau GmbH,595.000 €
Kahla,160 m²,6 Zi.,590 m² Grundstück,Gepflegtes Einfamilienhaus mit großem Garten nur 10 Minuten von Jena,VON POLL IMMOBILIEN Shop Weimar - Dominik Köhler,247.500 €
Hamburg (Nienstedten),550 m²,12 Zi.,2300 m² Grundstück,IHR NEUES ZUHAUSE - Traumhaftes Anwesen direkt am Park!,Private Homes Immobilien Bührich Schroeder GmbH &amp; Co. KG,auf Anfrage
Delitzsch (Delitzsch),125 m²,3 Zi.,850 m² Grundstück,Erstklassische Lage in Rackwitz,Kern-Haus Leipzig GmbH,519.500 €
Naunhof (Lindhardt),147 m²,5 Zi.,1250 m² Grundstück,"Für Alle, die das Besondere suchen",Kern-Haus Leipzig GmbH,819.000 €
Naunhof (Lindhardt),154 m²,5 Zi.,1060 m² Grundstück,Bauen Sie mit - Sie planen mit uns Ihre Zukunft,Kern-Haus Leipzig GmbH,583.900 €
Naunhof (Naunhof),152 m²,5 Zi.,480 m² Grundstück,"Ein schöner, ruhiger Platz an der Sonne",Kern-Haus Leipzig GmbH,574.900 €
Narsdorf (Narsdorf),114 m²,4 Zi.,646 m² Grundstück,Tolle Stadtvilla - man gönnt sich ja sonst nichts,Kern-Haus Leipzig GmbH,383.440 €
Eilenburg (Eilenburg),156 m²,8 Zi.,647 m² Grundstück,"Gemischt genutztes, sanierungsbedürftiges Wohngebäude in Top-Lage",Helmut Niegl Immobilien,180.000 €
Hamburg (Volksdorf),148 m²,4.5 Zi.,860 m² Grundstück,Zeit für etwas Neues.,Karla Fricke Immobilien KG (GmbH &amp; Co.),1.350.000 €
Berlin (Lichtenberg),143 m²,5 Zi.,145 m² Grundstück,Energieeffizientes Townhouse am Landschaftspark Herzberge!,Engel &amp; Völkers Berlin Mitte GmbH,695.000 €
Berlin (Altglienicke),123 m²,4 Zi.,471 m² Grundstück,IMMOBERLIN.DE - Modernes Einfamilienhaus mit Südwestgarten in angenehmer Lage,IMMOBERLIN Inhaber Carsten D. Topel,729.000 €
Hamburg (Rissen),80 m²,3 Zi.,150 m² Grundstück,Ostereier suchen im eigenen Garten?,Elblicht Immobilien Karin Wentorp und Yvonne Schüttke GbR,495.000 €
Neukirch,234 m²,6 Zi.,670 m² Grundstück,"Wohnhaus, Hof und Gartengrundstück",Selbständige Handelsvertretungen von LBS Immobilien im Hause der Kreissparkasse Bautzen,206.000 €
Jöhstadt (Jöhstadt),312 m²,11 Zi.,600 m² Grundstück,So viel Platz im eigenen Haus!,Wohnungsmarkt Erzgebirge,149.000 €
Hamburg (Lurup),112.65 m²,5 Zi.,164 m² Grundstück,Energieeffizienter Familienwohntraum mit viel Platz und Carport in Lurup,Steinhaus Immobilien GbR,579.000 €
Jesewitz (Eilenburg),119 m²,4 Zi.,525 m² Grundstück,Pfiffige Stadtvilla mit viel Komfort,Kern-Haus Leipzig GmbH,423.350 €
Grimma (Grimma),136 m²,4 Zi.,1210 m² Grundstück,Stufen sind dann tabu für Sie,Kern-Haus Leipzig GmbH,510.650 €
Grimma (Grimma),154 m²,5 Zi.,981 m² Grundstück,Das Leben in Hohnstädt wird Sie begeistern,Kern-Haus Leipzig GmbH,451.050 €
Narsdorf (Narsdorf),128 m²,3 Zi.,825 m² Grundstück,Das ist mehr als ein Einfamilienhaus,Kern-Haus Leipzig GmbH,545.900 €
Hamburg (Bahrenfeld),162.03 m²,6.5 Zi.,308 m² Grundstück,"6,5 Zimmer Steenkampsiedlung  - Großflottbek - Bahrenfeld",CENTURY 21 Bendfeldt Immobilien,825.000 €
Berlin (Wilmersdorf),162 m²,6 Zi.,297 m² Grundstück,Familienfreundlich gelegene Doppelhaushälfte,Engel &amp; Völkers Immobilien Deutschland GmbH,1.900.000 €
Berlin (Karow),127 m²,5 Zi.,2445 m² Grundstück,Vermietetes Einfamilienhaus mit großem Grundstück und Erholungsfläche in Berlin Alt-Karow,PlanetHome Group GmbH,835.000 €
Königstein (Königstein),116.34 m²,5 Zi.,722 m² Grundstück,Barrierefreies Zuhause in Königstein,Ostsächsische Sparkasse Dresden,295.000 €
Pirna (Pirna),106 m²,6 Zi.,1120 m² Grundstück,Reihenmittelhaus in historischer Altstadtlage von Pirna,Ostsächsische Sparkasse Dresden,99.000 €
Ohorn,103.7 m²,3 Zi.,1230 m² Grundstück,Bodenständiges Einfamilienhaus in ruhiger Lage in Ohorn,Ostsächsische Sparkasse Dresden,99.000 €
"Pfarrgasse 11, Sayda (Sayda)",94.14 m²,,320 m² Grundstück,Reihenmittelhaus in Sayda zu verkaufen!,silverIMMOtion GmbH,39.000 €
Leipzig (Mockau-Nord),95 m²,4 Zi.,1070 m² Grundstück,Sonnige Aussichten!,LBS Ost AG Immobilienpartner der Sparkasse Leipzig in Vertretung von LBS IMMOBILIEN,329.000 €
Leipzig (Mockau-Nord),83 m²,4 Zi.,1110 m² Grundstück,Sonnige Wohn-Aussichten!,LBS Ost AG Immobilienpartner der Sparkasse Leipzig in Vertretung von LBS IMMOBILIEN,320.000 €
"Robert-Grötzsch-Straße 1, Naunhof (Naunhof)",119 m²,4 Zi.,460 m² Grundstück,Provisionsfrei - Wunderschönes Einfamilienhaus inklusive Grundstück!,HELMA Wohnungsbau GmbH,470.479 €
"Robert-Grötzsch-Straße 1, Naunhof (Naunhof)",119 m²,4 Zi.,460 m² Grundstück,Provisionsfrei - Wunderschönes Einfamilienhaus inklusive Grundstück!,HELMA Wohnungsbau GmbH,470.479 €
"Robert-Grötzsch-Straße 1, Naunhof (Naunhof)",135 m²,4 Zi.,481 m² Grundstück,Nur noch zwei Grundstücke zur Bebauung Ihres Traumhauses!,HELMA Wohnungsbau GmbH,502.582 €
Nordhausen (Nordhausen),250 m²,11 Zi.,701 m² Grundstück,Ein-Zweifamilienhaus mit Potenzial in zentraler angenehmer Lage!,Triga Immobilien Manuela Hardt e.K.,230.000 €
Sondershausen (Sondershausen),125 m²,4 Zi.,220 m² Grundstück,SCHÖNES GEPFLEGTES EIGENHEIM MIT SONNENTERRASSE IN RUHIGER LAGE,Wald Immobilien GmbH,165.000 €
Neukirch,86 m²,3 Zi.,450 m² Grundstück,Ruhige Seitenstraße des Ortes,Selbständige Handelsvertretungen von LBS Immobilien im Hause der Kreissparkasse Bautzen,99.000 €
Berlin (Karow),141 m²,9 Zi.,3306 m² Grundstück,Rohdiamant mit großem Potential! Einfamilienhaus mit Nebengelass und Scheune in Alt-Karow,PlanetHome Group GmbH,1.150.000 €
Kaltennordheim (Fischbach),180 m²,7 Zi.,920 m² Grundstück,Einziehen und Wohlfühlen,Wartburg Sparkasse,265.000 €
Hamburg (Lokstedt),86 m²,4 Zi.,140 m² Grundstück,Reihenhaus in Lokstedt,Gewerblicher Anbieter,auf Anfrage
Berlin (Heiligensee),91.15 m²,4.5 Zi.,541 m² Grundstück,Atemberaubendes Haus in Heiligensee mit großzügigem Garten *OHNE PROVISION*,ohne-makler.net - Immobilien selbst vermarkten,625.000 €
Berlin (Tegel),96 m²,5 Zi.,212 m² Grundstück,Super schönes HAUS - EINZUGSFERTIG - PROVISIONSFREI,ohne-makler.net - Immobilien selbst vermarkten,589.000 €
Rothenburg (Steinbach),115 m²,4 Zi.,700 m² Grundstück,"Großes Doppelhaus in schöner Lage, hier in Steinbach",Sparkasse Oberlausitz-Niederschlesien,79.000 €
Berlin (Blankenburg),124 m²,4 Zi.,378 m² Grundstück,Halbes Haus Doppeltes Glück - 18 Monatige Preisgarantie - mit Bauvollkasko und 250.000EUR Sonderdarlehen,Living Fertighaus GmbH - Pascal Fröhlich,506.802 €
Berlin (Altglienicke),113 m²,4 Zi.,520 m² Grundstück,Traum verwirklichen und Anpacken+ 18 Monate Preisgarantie + Bauvollkasko + 250.000EUR Sonderdarlehen,Living Fertighaus GmbH - Pascal Fröhlich,446.270 €
Berlin (Lichterfelde),242 m²,8 Zi.,669 m² Grundstück,"2 Familien 1 Haus Bauvollkasko, maximale Sicherheit",Living Fertighaus GmbH - Pascal Fröhlich,"1.694.547,55 €"
Zeithain (Gohlis),121.68 m²,4 Zi.,390.2 m² Grundstück,Freies Einfamilienhaus mit Kamin und viel Nebengelass im ländlichen Gohlis,McMakler GmbH,130.000 €
Berlin (Mariendorf),170 m²,8 Zi.,732 m² Grundstück,Wohnen und Arbeiten in Mariendorf - Ihr Angebot!,"RE/MAX Living , C/O Living Services GmbH Co. KG",auf Anfrage
Gera (Ostviertel),102 m²,4 Zi.,193 m² Grundstück,Einfamilienhaus in 2. Baureihe - aus Bankenverwertung,Postbank Immobilien GmbH,29.000 €
"Ringelsberg 7, Treuen (Treuen)",90 m²,4 Zi.,140 m² Grundstück,Schönes kleines saniertes Eigenheim - Nähe Stadtzentrum von Treuen,ohne-makler.net - Immobilien selbst vermarkten,178.500 €
Kreischa (Bärenklause),140 m²,6 Zi.,1056 m² Grundstück,Einfamilienhaus für vielfältige Nutzung in naturverbundener Lage von Kreischa - OT Bärenklause,DAHLER &amp; COMPANY Dresden,260.000 €
Berlin (Kreuzberg),151.35 m²,4 Zi.,301.19 m² Grundstück,"Einmalig: Stylisches Lofthaus in ruhiger Gartenhoflage in Kreuzberg unweit vom ""Kottbusser Tor""",McMakler GmbH,1.777.500 €
Bremen (Blumenthal),124 m²,5 Zi.,291 m² Grundstück,"Helle und geräumige Doppelhaushälfte mit gepflegtem Garten, Garage  und eigener Sauna in ruhiger Lage von Bremen-Blumenthal,  nahe Oberschule ",VB Immobilien GmbH,249.000 €
Hamburg (Wilhelmsburg),220.32 m²,5 Zi.,1022.02 m² Grundstück,Familientraum: Einseitig angebautes EFH mit Wintergarten und großem Grundstück,McMakler GmbH,649.000 €
Rhönblick (Stedtlingen),160 m²,7 Zi.,465 m² Grundstück,MEIN ZU HAUSE - INNEN WIE AUSSEN SANIERT,BETTERHOMES Deutschland GmbH,199.000 €
Thonhausen (Wettelswalde),107 m²,3 Zi.,367 m² Grundstück,"BEZUGSFERTIG, MIT EINBAUKÜCHE UND GROßER GARAGE",BETTERHOMES Deutschland GmbH,169.000 €
"Zwönitzstraße 6, Chemnitz (Harthau)",85 m²,,950 m² Grundstück,LIEBLINGSHAUS inkl. Grundstück 950 m²  in Altchemnitz Zwönitzstraße mit positiver Bauvoranfrage,BAUKONTOR KIRSTEN &amp; PARTNER,268.440 €
Elgersburg,104 m²,4 Zi.,582 m² Grundstück,"Neuwertiges Einfamilienhaus mit Garten, Terrasse und 2 Stellplätzen in Elgersburg",Homeday GmbH,309.000 €
Frohburg Tautenhain (Tautenhain),123.27 m²,5 Zi.,550 m² Grundstück,Gemütliches Haus im Grünen,Wüstenrot Immobilien GmbH,209.000 €
Buttstädt,360 m²,10 Zi.,480 m² Grundstück,Für die große Familie mit der Oma und dem Hund,ImmoSky Mitteldeutschland,95.000 €
Berlin (Baumschulenweg),185 m²,6 Zi.,750 m² Grundstück,Traumhaftes Einfamilienhaus  - Ein Zuhause für die ganze Familie!,goldSCHWARZ Immobilien GmbH,900.000 €
Rosenthal am Rennsteig,205 m²,8 Zi.,1021 m² Grundstück,GUT &amp; GÜNSTIG!,vub makler GmbH &amp; Co. KG,105.000 €
Ilmenau (Unterpörlitz),118 m²,5 Zi.,626 m² Grundstück,***Ein Haus mit vielen Annehmlichkeiten***,Sparkassen-Immobilien-Vermittlungs-GmbH,185.000 €
Hamburg (Hummelsbüttel),178 m²,5 Zi.,1000 m² Grundstück,den Garten mit der Familie genießen,Uwe Tesch - Handelsvertretung der Bien - Zenker GmbH,1.387.250 €
Berlin (Wannsee),150 m²,5 Zi.,370 m² Grundstück,ERSTKLASSIGES 5 ZI- EINFAMILIENHAUS mit Seeblick- nur 160 Meter zum Wasser,AIB Allgemeine Immobilien-Börse GmbH,1.199.000 €
Hamburg-Niendorf (Niendorf),75 m²,3 Zi.,121 m² Grundstück,Sehr gepflegtes Mittelreihenhaus unweit Schule und Kindergarten,Werner Eisele Haus- und Grundstücksmakler GmbH,359.000 €
Berlin (Lichterfelde),315 m²,8 Zi.,500 m² Grundstück,Modernes Einfamilienhaus mit schönem Garten &amp; Garage in ruhiger Sackgasse,TZ Immobilien,2.100.000 €
Bremen (Oberneuland),164.85 m²,5 Zi.,632 m² Grundstück,Bremen - Oberneuland | Charakterstarkes Einfamilienhaus mit Wohlfühlfaktor in bester Lage,Wellmann Immobilien GmbH &amp; Co. KG,595.000 €
Berlin (Lichterfelde),103 m²,3 Zi.,301 m² Grundstück,IMMOBERLIN.DE - Stimmungsvolle Doppelhaushälfte in exzellenter Lage,IMMOBERLIN Inhaber Carsten D. Topel,790.000 €
Hamburg (Eidelstedt),103 m²,5 Zi.,120 m² Grundstück,Der Traum vom Eigenheim! Gepflegtes Reihenendhaus mit hübschem Garten &amp;Garage in Hamburg-Eimsbüttel,Homeday GmbH,649.000 €
Kitzscher (Kitzscher),145 m²,4 Zi.,730 m² Grundstück,Ein Bungalow ist für jedes Alter gerecht - hier wahlweise mit 4 Zimmern !!!,LIPSIA-Fachberatungsbüro,381.980 €
Taucha (Taucha),102 m²,4 Zi.,500 m² Grundstück,Vor den Toren Leipzig´s,Kern-Haus Leipzig GmbH,482.000 €
Belgershain (Belgershain),116 m²,4 Zi.,416 m² Grundstück,Unser meist verkauftes Familienhaus,Kern-Haus Leipzig GmbH,459.900 €
Bad Düben (Bad Düben),76 m²,3 Zi.,544 m² Grundstück,"Nobles, erholsames Wohnen ist hier garantiert",Kern-Haus Leipzig GmbH,317.040 €
Naunhof (Ammelshain),163 m²,4 Zi.,1746 m² Grundstück,Kaufen Sie höchste Qualität,Kern-Haus Leipzig GmbH,872.900 €
Naunhof (Ammelshain),152 m²,5 Zi.,600 m² Grundstück,Wundervoller Blick ins Grüne,Kern-Haus Leipzig GmbH,473.900 €
Naunhof (Ammelshain),122 m²,5 Zi.,600 m² Grundstück,Einfach nur idyllisch,Kern-Haus Leipzig GmbH,404.000 €
Leipzig (Knautkleeberg-Knauthain),153 m²,4 Zi.,970 m² Grundstück,Wohnen wie im Bilderbuch,Kern-Haus Leipzig GmbH,708.200 €
Kitzscher (Kitzscher),185 m²,6 Zi.,730 m² Grundstück,Attraktive Stadtvilla im Süden von Leipzig in gewachsener Siedlung ... das Haus ist ein Vorschlag !!!,LIPSIA-Fachberatungsbüro,475.980 €
Kitzscher (Kitzscher),164 m²,6 Zi.,730 m² Grundstück,Klassische Optik - aber innen auf technisch hohem Niveau!!!,LIPSIA-Fachberatungsbüro,451.980 €
Kitzscher (Kitzscher),168 m²,5 Zi.,730 m² Grundstück,"Falls Ihnen das attraktive Haus gefällt, wir vermitteln auch andere Grundstücke!",LIPSIA-Fachberatungsbüro,419.980 €
Berlin (Tegel),77 m²,3 Zi.,250 m² Grundstück,"Einfamilienhaus Ferienhaus,Tiny Houses, Wochenendhaus Haus  Pasivhaus PYRAMID",ohne-makler.net - Immobilien selbst vermarkten,114.700 €
Ingolstadt (Niederdorla),140 m²,5 Zi.,820 m² Grundstück,Renovierungsbedürftiges Einfamilienhaus in Feldkirchen,Immobilien Zieglmeier,750.000 €
Berlin / Altglienicke (Altglienicke),85 m²,3 Zi.,513 m² Grundstück,"Berlin / Altglienicke: Gepflegte Doppelhaushälfte mit 3 Zimmern, Keller &amp; fantastischem Schwimmteich",Bachmann Immobilien GmbH,435.000 €
Berlin-Lichterfelde (Lichterfelde),359.34 m²,10 Zi.,1065 m² Grundstück,"Einzigartiges Zweifamilienhaus mit Wintergarten, Südostterrasse, Traumgarten und sehr großer Garage",Schnoor Immobilien,2.350.000 €
"Löhstener Straße 2, Beilrode (Döbrichau)",134 m²,,1600 m² Grundstück,Gepflegtes Einfamiliehaus in familienfreundlicher Lage,ProVanya Immobilien,170.000 €
Belgershain (Threna),220 m²,5 Zi.,677 m² Grundstück,Repräsentative Villa in Leipzigs schönstem Vorort,Till &amp; Partner Immobilien,589.000 €
Bremen (Sebaldsbrück),113.12 m²,4 Zi.,1317 m² Grundstück,Bremen - Sebaldsbrück | Bungalow mit schönem Wohnambiente auf liebevoll angelegtem Grund,Wellmann Immobilien GmbH &amp; Co. KG,349.000 €
"Karl-Liebknecht-Straße 25, Lauter-Bernsbach (Bernsbach)",70 m²,3 Zi.,427 m² Grundstück,Gemütliches Reihenmittelhaus in ländlicher Lage - ein Gegenpol zum Trubel in der Stadt,Hein Immobilien GmbH,82.500 €
Belgershain (Belgershain),246 m²,8 Zi.,712 m² Grundstück,"Frisch renovierte Mehrgenerationen-Perle, in traumhafter Lage",Marko Künne Immobilien,615.000 €
Oelsnitz/Erzgebirge (Oelsnitz),114 m²,4 Zi.,631 m² Grundstück,Eigentum und Vermögen statt Miete!,KHC Bauträger GmbH,356.173 €
